"","Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","Position","new_positions"
"25431","CEBPB-AS1","CEBPB-AS1","20",50184598,50192039,"q13.13","20q","no",50188318.5,271
"25430","CEBPB","CEBPB","20",50190734,50192690,"q13.13","20q","no",50191712,272
"27698","PELATON","PELATON","20",50233416,50312038,"q13.13","20q","no",50272727,273
"27029","LINC01270","LINC01270","20",50292709,50315488,"q13.13","20q","no",50304098.5,274
"27030","LINC01271","LINC01271","20",50299081,50321486,"q13.13","20q","no",50310283.5,275
"27918","PTPN1","PTPN1","20",50510321,50585241,"q13.13","20q","no",50547781,276
"28037","RIPOR3","RIPOR3","20",50586108,50691542,"q13.13","20q","no",50638825,277
"28038","RIPOR3-AS1","RIPOR3-AS1","20",50645471,50662299,"q13.13","20q","no",50653885,278
"27652","PARD6B","PARD6B","20",50731580,50756795,"q13.13","20q","no",50744187.5,279
"25215","BCAS4","BCAS4","20",50794894,50877177,"q13.13","20q","no",50836035.5,280
"25043","ADNP","ADNP","20",50888916,50931437,"q13.13","20q","no",50910176.5,281
"25044","ADNP-AS1","ADNP-AS1","20",50930236,50946531,"q13.13","20q","no",50938383.5,282
"25765","DPM1","DPM1","20",50934867,50959140,"q13.13","20q","no",50947003.5,283
"27343","MOCS3","MOCS3","20",50958818,50963929,"q13.13","20q","no",50961373.5,284
"26477","KCNG1","KCNG1","20",51003656,51023107,"q13.13","20q","no",51013381.5,285
"27484","NFATC2","NFATC2","20",51386957,51562831,"q13.2","20q","no",51474894,286
"25184","ATP9A","ATP9A","20",51596514,51768390,"q13.2","20q","no",51682452,287
"28122","SALL4","SALL4","20",51782331,51802521,"q13.2","20q","no",51792426,288
"27049","LINC01429","LINC01429","20",51831797,51862912,"q13.2","20q","no",51847354.5,289
"28929","ZFP64","ZFP64","20",52051663,52204308,"q13.2","20q","no",52127985.5,290
"27063","LINC01524","LINC01524","20",52192159,52699472,"q13.2","20q","no",52445815.5,291
"28676","TSHZ2","TSHZ2","20",52972358,53495330,"q13.2","20q","no",53233844,292
"28965","ZNF217","ZNF217","20",53567071,53609907,"q13.2","20q","no",53588489,293
"25214","BCAS1","BCAS1","20",53936777,54070594,"q13.2","20q","no",54003685.5,294
"25636","CYP24A1","CYP24A1","20",54153446,54173986,"q13.2","20q","no",54163716,295
"27702","PFDN4","PFDN4","20",54207921,54228052,"q13.2","20q","no",54217986.5,296
"25762","DOK5","DOK5","20",54475593,54651169,"q13.2","20q","no",54563381,297
"27054","LINC01440","LINC01440","20",55302988,55684915,"q13.2","20q","no",55493951.5,298
"27055","LINC01441","LINC01441","20",55420336,55437853,"q13.2","20q","no",55429094.5,299
"25343","CBLN4","CBLN4","20",55997357,56005519,"q13.2","20q","no",56001438,300
"27277","MC3R","MC3R","20",56248732,56249815,"q13.2","20q","no",56249273.5,301
"25917","FAM210B","FAM210B","20",56358974,56368663,"q13.2","20q","no",56363818.5,302
"25189","AURKA","AURKA","20",56369389,56392337,"q13.2","20q","no",56380863,303
"25576","CSTF1","CSTF1","20",56392371,56406362,"q13.2","20q","no",56399366.5,304
"25338","CASS4","CASS4","20",56412112,56460387,"q13.31","20q","no",56436249.5,305
"28102","RTF2","RTF2","20",56468585,56519449,"q13.31","20q","no",56494017,306
"26071","GCNT7","GCNT7","20",56491492,56525925,"q13.31","20q","no",56508708.5,307
"25915","FAM209A","FAM209A","20",56517187,56526152,"q13.31","20q","no",56521669.5,308
"25916","FAM209B","FAM209B","20",56533246,56536520,"q13.31","20q","no",56534883,309
"27109","LINC01716","LINC01716","20",56559286,56602120,"q13.31","20q","no",56580703,310
"28524","TFAP2C","TFAP2C","20",56629306,56639283,"q13.31","20q","no",56634294.5,311
"25249","BMP7","BMP7","20",57168753,57266641,"q13.31","20q","no",57217697,312
"25250","BMP7-AS1","BMP7-AS1","20",57213709,57215866,"q13.31","20q","no",57214787.5,313
"28376","SPO11","SPO11","20",57329803,57343994,"q13.31","20q","no",57336898.5,314
"27953","RAE1","RAE1","20",57351223,57379211,"q13.31","20q","no",57365217,315
"27979","RBM38-AS1","RBM38-AS1","20",57376240,57393062,"q13.31","20q","no",57384651,316
"27978","RBM38","RBM38","20",57391396,57409333,"q13.31","20q","no",57400364.5,317
"26223","HMGB1P1","HMGB1P1","20",57487959,57495366,"q13.31","20q","no",57491662.5,318
"25614","CTCFL","CTCFL","20",57495966,57525652,"q13.31","20q","no",57510809,319
"27671","PCK1","PCK1","20",57561080,57568121,"q13.31","20q","no",57564600.5,320
"28907","ZBP1","ZBP1","20",57603846,57620576,"q13.31","20q","no",57612211,321
"27776","PMEPA1","PMEPA1","20",57648392,57711536,"q13.31","20q","no",57679964,322
"27497","NKILA","NKILA","20",57710156,57712780,"q13.31","20q","no",57711468,323
"27120","LINC01742","LINC01742","20",58001438,58004648,"q13.32","20q","no",58003043,324
"25079","ANKRD60","ANKRD60","20",58216126,58228653,"q13.32","20q","no",58222389.5,325
"27937","RAB22A","RAB22A","20",58309715,58367507,"q13.32","20q","no",58338611,326
"28809","VAPB","VAPB","20",58389229,58451101,"q13.32","20q","no",58420165,327
"25088","APCDD1L","APCDD1L","20",58459101,58515399,"q13.32","20q","no",58487250,328
"25089","APCDD1L-DT","APCDD1L-DT","20",58515379,58623080,"q13.32","20q","no",58569229.5,329
"27107","LINC01711","LINC01711","20",58634772,58635738,"q13.32","20q","no",58635255,330
"28419","STX16","STX16","20",58651272,58679526,"q13.32","20q","no",58665399,331
"27550","NPEPL1","NPEPL1","20",58689131,58719238,"q13.32","20q","no",58704184.5,332
"26108","GNAS-AS1","GNAS-AS1","20",58818893,58855296,"q13.32","20q","no",58837094.5,333
"26107","GNAS","GNAS","20",58839718,58911192,"q13.32","20q","no",58875455,334
"27479","NELFCD","NELFCD","20",58981208,58995133,"q13.32","20q","no",58988170.5,335
"25618","CTSZ","CTSZ","20",58985686,59008238,"q13.32","20q","no",58996962,336
"28751","TUBB1","TUBB1","20",59019429,59026654,"q13.32","20q","no",59023041.5,337
"25175","ATP5F1E","ATP5F1E","20",59025475,59032345,"q13.32","20q","no",59028910,338
"27847","PRELID3B","PRELID3B","20",59033145,59042809,"q13.32","20q","no",59037977,339
"29122","ZNF831","ZNF831","20",59123381,59259113,"q13.32","20q","no",59191247,340
"25807","EDN3","EDN3","20",59300443,59325992,"q13.32","20q","no",59313217.5,341
"27709","PHACTR3","PHACTR3","20",59577509,59847711,"q13.32","20q","no",59712610,342
"27710","PHACTR3-AS1","PHACTR3-AS1","20",59624904,59628295,"q13.32","20q","no",59626599.5,343
"28435","SYCP2","SYCP2","20",59863564,59933655,"q13.33","20q","no",59898609.5,344
"25918","FAM217B","FAM217B","20",59933764,59948680,"q13.33","20q","no",59941222,345
"27826","PPP1R3D","PPP1R3D","20",59936663,59940305,"q13.33","20q","no",59938484,346
"25398","CDH26","CDH26","20",59958423,60034011,"q13.33","20q","no",59996217,347
"27328","MIR646HG","MIR646HG","20",60047154,60653784,"q13.33","20q","no",60350469,348
"27110","LINC01718","LINC01718","20",61079049,61084045,"q13.33","20q","no",61081547,349
"25399","CDH4","CDH4","20",61252261,61940617,"q13.33","20q","no",61596439,350
"28456","TAF4","TAF4","20",61953469,62065881,"q13.33","20q","no",62009675,351
"27181","LSM14B","LSM14B","20",62122461,62135374,"q13.33","20q","no",62128917.5,352
"27903","PSMA7","PSMA7","20",62136733,62143440,"q13.33","20q","no",62140086.5,353
"28393","SS18L1","SS18L1","20",62143769,62182514,"q13.33","20q","no",62163141.5,354
"27387","MTG2","MTG2","20",62183028,62203568,"q13.33","20q","no",62193298,355
"26240","HRH3","HRH3","20",62214960,62220278,"q13.33","20q","no",62217619,356
"27602","OSBPL2","OSBPL2","20",62231922,62296213,"q13.33","20q","no",62264067.5,357
"25048","ADRM1","ADRM1","20",62302093,62308862,"q13.33","20q","no",62305477.5,358
"26849","LAMA5","LAMA5","20",62307955,62367312,"q13.33","20q","no",62337633.5,359
"26850","LAMA5-AS1","LAMA5-AS1","20",62352970,62356482,"q13.33","20q","no",62354726,360
"28069","RPS21","RPS21","20",62387103,62388520,"q13.33","20q","no",62387811.5,361
"25317","CABLES2","CABLES2","20",62388634,62407285,"q13.33","20q","no",62397959.5,362
"27968","RBBP8NL","RBBP8NL","20",62410237,62427539,"q13.33","20q","no",62418888,363
"26067","GATA5","GATA5","20",62463497,62475995,"q13.33","20q","no",62469746,364
"25540","CRMA","CRMA","20",62540159,62551535,"q13.33","20q","no",62545847,365
"27320","MIR1-1HG","MIR1-1HG","20",62550440,62570777,"q13.33","20q","no",62560608.5,366
"27154","LINC02970","LINC02970","20",62596732,62603355,"q13.33","20q","no",62600043.5,367
"28285","SLCO4A1","SLCO4A1","20",62642503,62685785,"q13.33","20q","no",62664144,368
"28287","SLCO4A1-AS2","SLCO4A1-AS2","20",62648961,62650767,"q13.33","20q","no",62649864,369
"28286","SLCO4A1-AS1","SLCO4A1-AS1","20",62663019,62666724,"q13.33","20q","no",62664871.5,370
"27013","LINC00686","LINC00686","20",62694810,62700525,"q13.33","20q","no",62697667.5,371
"27563","NTSR1","NTSR1","20",62708836,62762771,"q13.33","20q","no",62735803.5,372
"27009","LINC00659","LINC00659","20",62772665,62777067,"q13.33","20q","no",62774866,373
"27359","MRGBP","MRGBP","20",62796473,62801729,"q13.33","20q","no",62799101,374
"27586","OGFR-AS1","OGFR-AS1","20",62800601,62805971,"q13.33","20q","no",62803286,375
"27585","OGFR","OGFR","20",62804835,62814000,"q13.33","20q","no",62809417.5,376
"25522","COL9A3","COL9A3","20",62816244,62841159,"q13.33","20q","no",62828701.5,377
"28506","TCFL5","TCFL5","20",62841005,62861822,"q13.33","20q","no",62851413.5,378
"25726","DIDO1","DIDO1","20",62877738,62937952,"q13.33","20q","no",62907845,379
"26092","GID8","GID8","20",62938147,62948475,"q13.33","20q","no",62943311,380
"28242","SLC17A9","SLC17A9","20",62952707,62969585,"q13.33","20q","no",62961146,381
"25238","BHLHE23","BHLHE23","20",63005927,63007035,"q13.33","20q","no",63006481,382
"27123","LINC01749","LINC01749","20",63008075,63085071,"q13.33","20q","no",63046573,383
"26958","LINC00029","LINC00029","20",63034212,63037028,"q13.33","20q","no",63035620,384
"27024","LINC01056","LINC01056","20",63038011,63053863,"q13.33","20q","no",63045937,385
"26196","HAR1B","HAR1B","20",63090806,63102631,"q13.33","20q","no",63096718.5,386
"26195","HAR1A","HAR1A","20",63102205,63104421,"q13.33","20q","no",63103313,387
"28899","YTHDF1","YTHDF1","20",63195429,63216139,"q13.33","20q","no",63205784,388
"25243","BIRC7","BIRC7","20",63235883,63240495,"q13.33","20q","no",63238189,389
"27494","NKAIN4","NKAIN4","20",63240784,63272694,"q13.33","20q","no",63256739,390
"25122","ARFGAP1","ARFGAP1","20",63272785,63289790,"q13.33","20q","no",63281287.5,391
"25516","COL20A1","COL20A1","20",63293186,63334851,"q13.33","20q","no",63314018.5,392
"25474","CHRNA4","CHRNA4","20",63343223,63378401,"q13.33","20q","no",63360812,393
"25808","EEF1A2","EEF1A2","20",63488013,63499239,"q13.33","20q","no",63493626,394
"27812","PPDPF","PPDPF","20",63520754,63527076,"q13.33","20q","no",63523915,395
"27914","PTK6","PTK6","20",63528001,63537376,"q13.33","20q","no",63532688.5,396
"28384","SRMS","SRMS","20",63538489,63547749,"q13.33","20q","no",63543119,397
"26007","FNDC11","FNDC11","20",63547891,63556695,"q13.33","20q","no",63552293,398
"26210","HELZ2","HELZ2","20",63558086,63574239,"q13.33","20q","no",63566162.5,399
"26104","GMEB2","GMEB2","20",63587602,63627101,"q13.33","20q","no",63607351.5,400
"27303","MHENCR","MHENCR","20",63626148,63628825,"q13.33","20q","no",63627486.5,401
"28416","STMN3","STMN3","20",63639705,63657682,"q13.33","20q","no",63648693.5,402
"28101","RTEL1","RTEL1","20",63657810,63696253,"q13.33","20q","no",63677031.5,403
"28615","TNFRSF6B","TNFRSF6B","20",63696652,63698684,"q13.33","20q","no",63697668,404
"25125","ARFRP1","ARFRP1","20",63698642,63708025,"q13.33","20q","no",63703333.5,405
"28935","ZGPAT","ZGPAT","20",63707465,63736142,"q13.33","20q","no",63721803.5,406
"26954","LIME1","LIME1","20",63736283,63739103,"q13.33","20q","no",63737693,407
"28262","SLC2A4RG","SLC2A4RG","20",63739776,63744050,"q13.33","20q","no",63741913,408
"28911","ZBTB46","ZBTB46","20",63743668,63832038,"q13.33","20q","no",63787853,409
"28913","ZBTB46-AS2","ZBTB46-AS2","20",63744689,63745962,"q13.33","20q","no",63745325.5,410
"28912","ZBTB46-AS1","ZBTB46-AS1","20",63808024,63816521,"q13.33","20q","no",63812272.5,411
"25014","ABHD16B","ABHD16B","20",63861498,63862988,"q13.33","20q","no",63862243,412
"28634","TPD52L2","TPD52L2","20",63865228,63891545,"q13.33","20q","no",63878386.5,413
"25754","DNAJC5","DNAJC5","20",63895126,63936031,"q13.33","20q","no",63915578.5,414
"28777","UCKL1","UCKL1","20",63939829,63956416,"q13.33","20q","no",63948122.5,415
"28778","UCKL1-AS1","UCKL1-AS1","20",63953384,63956985,"q13.33","20q","no",63955184.5,416
"29037","ZNF512B","ZNF512B","20",63956704,63969930,"q13.33","20q","no",63963317,417
"28123","SAMD10","SAMD10","20",63974116,63980008,"q13.33","20q","no",63977062,418
"27875","PRPF6","PRPF6","20",63981132,64033100,"q13.33","20q","no",64007116,419
"25297","C20orf204","C20orf204","20",64034344,64039962,"q13.33","20q","no",64037153,420
"28342","SOX18","SOX18","20",64047582,64049639,"q13.33","20q","no",64048610.5,421
"28488","TCEA2","TCEA2","20",64049836,64072347,"q13.33","20q","no",64061091.5,422
"28019","RGS19","RGS19","20",64073181,64079988,"q13.33","20q","no",64076584.5,423
"27164","LKAAEAR1","LKAAEAR1","20",64083376,64084398,"q13.33","20q","no",64083887,424
"27408","MYT1","MYT1","20",64102394,64242253,"q13.33","20q","no",64172323.5,425
"27548","NPBWR2","NPBWR2","20",64103802,64107565,"q13.33","20q","no",64105683.5,426
"27672","PCMTD2","PCMTD2","20",64255695,64304820,"q13.33","20q","no",64280257.5,427
"27090","LINC01670","LINC01670","21",5448587,5502603,"p12","21p","no",5475595,1
"27088","LINC01666","LINC01666","21",8759053,8880835,"p11.2","21p","no",8819944,2
"28513","TEKT4P2","TEKT4P2","21",8995098,9129773,"p11.2","21p","no",9062435.5,3
"28638","TPTE","TPTE","21",10521553,10606140,"p11.2","21p","no",10563846.5,4
"26291","IGHV1OR21-1","IGHV1OR21-1","21",10649400,10649835,"p11.2","21p","no",10649617.5,5
"27093","LINC01674","LINC01674","21",13516102,13598187,"q11.2","21q","no",13557144.5,1
"27806","POTED","POTED","21",13609777,13645823,"q11.2","21q","no",13627800,2
"25655","CYP4F29P","CYP4F29P","21",13846759,13847713,"q11.2","21q","no",13847236,3
"25077","ANKRD20A11P","ANKRD20A11P","21",13909574,13979911,"q11.2","21q","no",13944742.5,4
"27163","LIPI","LIPI","21",14108813,14210955,"q11.2","21q","no",14159884,5
"27975","RBM11","RBM11","21",14216130,14228372,"q11.2","21q","no",14222251,6
"25010","ABCC13","ABCC13","21",14274092,14362754,"q11.2","21q","no",14318423,7
"26256","HSPA13","HSPA13","21",14371115,14383484,"q11.2","21q","no",14377299.5,8
"28127","SAMSN1","SAMSN1","21",14485228,14658821,"q11.2","21q","no",14572024.5,9
"28128","SAMSN1-AS1","SAMSN1-AS1","21",14582202,14612700,"q11.2","21q","no",14597451,10
"27554","NRIP1","NRIP1","21",14961235,15065936,"q21.1","21q","no",15013585.5,11
"27144","LINC02920","LINC02920","21",15067070,15067837,"q21.1","21q","no",15067453.5,12
"28795","USP25","USP25","21",15729982,15880064,"q21.1","21q","no",15805023,13
"27330","MIR99AHG","MIR99AHG","21",15928296,16646364,"q21.1","21q","no",16287330,14
"27069","LINC01549","LINC01549","21",17438752,17450104,"q21.1","21q","no",17444428,15
"25621","CXADR","CXADR","21",17513043,17593579,"q21.1","21q","no",17553311,16
"25278","BTG3","BTG3","21",17593653,17612945,"q21.1","21q","no",17603299,17
"25280","BTG3-AS1","BTG3-AS1","21",17611691,17643997,"q21.1","21q","no",17627844,18
"25302","C21orf91-OT1","C21orf91-OT1","21",17763311,17792523,"q21.1","21q","no",17777917,19
"25301","C21orf91","C21orf91","21",17788974,17819386,"q21.1","21q","no",17804180,20
"25472","CHODL-AS1","CHODL-AS1","21",17835016,17885608,"q21.1","21q","no",17860312,21
"25471","CHODL","CHODL","21",17901263,18267373,"q21.1","21q","no",18084318,22
"28602","TMPRSS15","TMPRSS15","21",18269116,18485879,"q21.1","21q","no",18377497.5,23
"27327","MIR548XHG","MIR548XHG","21",18561265,18760320,"q21.1","21q","no",18660792.5,24
"27096","LINC01683","LINC01683","21",19893098,19900043,"q21.1","21q","no",19896570.5,25
"27138","LINC02573","LINC02573","21",20193597,20258820,"q21.1","21q","no",20226208.5,26
"26993","LINC00320","LINC00320","21",20651450,20803816,"q21.1","21q","no",20727633,27
"27428","NCAM2","NCAM2","21",20998409,21543329,"q21.1","21q","no",21270869,28
"26991","LINC00317","LINC00317","21",21723293,21737319,"q21.1","21q","no",21730306,29
"27045","LINC01425","LINC01425","21",21746928,21797419,"q21.1","21q","no",21772173.5,30
"27098","LINC01687","LINC01687","21",22008747,22098518,"q21.1","21q","no",22053632.5,31
"26984","LINC00308","LINC00308","21",22098616,22116605,"q21.1","21q","no",22107610.5,32
"27097","LINC01684","LINC01684","21",24209060,24547942,"q21.2","21q","no",24378501,33
"27099","LINC01689","LINC01689","21",24304546,24321377,"q21.2","21q","no",24312961.5,34
"27101","LINC01692","LINC01692","21",24840550,25057746,"q21.2","21q","no",24949148,35
"26967","LINC00158","LINC00158","21",25374242,25431701,"q21.2","21q","no",25402971.5,36
"27321","MIR155HG","MIR155HG","21",25560592,25575168,"q21.3","21q","no",25567880,37
"27362","MRPL39","MRPL39","21",25585656,25607517,"q21.3","21q","no",25596586.5,38
"26461","JAM2","JAM2","21",25639258,25717562,"q21.3","21q","no",25678410,39
"25177","ATP5PF","ATP5PF","21",25716503,25735673,"q21.3","21q","no",25726088,40
"26041","GABPA","GABPA","21",25734570,25772460,"q21.3","21q","no",25753515,41
"25118","APP","APP","21",25880535,26171128,"q21.3","21q","no",26025831.5,42
"25119","APP-DT","APP-DT","21",26170871,26217381,"q21.3","21q","no",26194126,43
"25660","CYYR1-AS1","CYYR1-AS1","21",26278778,26569252,"q21.3","21q","no",26424015,44
"25659","CYYR1","CYYR1","21",26466209,26573286,"q21.3","21q","no",26519747.5,45
"25034","ADAMTS1","ADAMTS1","21",26835755,26845409,"q21.3","21q","no",26840582,46
"25035","ADAMTS5","ADAMTS5","21",26917922,26967088,"q21.3","21q","no",26942505,47
"27092","LINC01673","LINC01673","21",27638613,27675024,"q21.3","21q","no",27656818.5,48
"26965","LINC00113","LINC00113","21",27722327,27751239,"q21.3","21q","no",27736783,49
"26988","LINC00314","LINC00314","21",27954905,28023232,"q21.3","21q","no",27989068.5,50
"27104","LINC01697","LINC01697","21",28048404,28137611,"q21.3","21q","no",28093007.5,51
"27103","LINC01695","LINC01695","21",28116094,28228667,"q21.3","21q","no",28172380.5,52
"26970","LINC00161","LINC00161","21",28539318,28543283,"q21.3","21q","no",28541300.5,53
"27412","N6AMT1","N6AMT1","21",28872191,28885371,"q21.3","21q","no",28878781,54
"26973","LINC00189","LINC00189","21",29193400,29288205,"q21.3","21q","no",29240802.5,55
"25203","BACH1","BACH1","21",29194071,29630751,"q21.3","21q","no",29412411,56
"25205","BACH1-IT1","BACH1-IT1","21",29351634,29361894,"q21.3","21q","no",29356764,57
"25204","BACH1-AS1","BACH1-AS1","21",29370019,29376339,"q21.3","21q","no",29373179,58
"25206","BACH1-IT2","BACH1-IT2","21",29370497,29373709,"q21.3","21q","no",29372103,59
"25207","BACH1-IT3","BACH1-IT3","21",29496047,29500386,"q21.3","21q","no",29498216.5,60
"26152","GRIK1","GRIK1","21",29536933,29940033,"q21.3","21q","no",29738483,61
"26153","GRIK1-AS1","GRIK1-AS1","21",29748175,29764002,"q21.3","21q","no",29756088.5,62
"25484","CLDN17","CLDN17","21",30165565,30166805,"q21.3","21q","no",30166185,63
"26983","LINC00307","LINC00307","21",30209151,30211783,"q22.11","21q","no",30210467,64
"25488","CLDN8","CLDN8","21",30214006,30216097,"q22.11","21q","no",30215051.5,65
"26825","KRTAP24-1","KRTAP24-1","21",30281309,30282950,"q22.11","21q","no",30282129.5,66
"26826","KRTAP25-1","KRTAP25-1","21",30289145,30289514,"q22.11","21q","no",30289329.5,67
"26827","KRTAP26-1","KRTAP26-1","21",30319124,30320315,"q22.11","21q","no",30319719.5,68
"26828","KRTAP27-1","KRTAP27-1","21",30337013,30337694,"q22.11","21q","no",30337353.5,69
"26824","KRTAP23-1","KRTAP23-1","21",30348399,30348606,"q22.11","21q","no",30348502.5,70
"26803","KRTAP13-2","KRTAP13-2","21",30371390,30372271,"q22.11","21q","no",30371830.5,71
"26802","KRTAP13-1","KRTAP13-1","21",30396031,30396822,"q22.11","21q","no",30396426.5,72
"26804","KRTAP13-3","KRTAP13-3","21",30425380,30425926,"q22.11","21q","no",30425653,73
"26805","KRTAP13-4","KRTAP13-4","21",30430220,30431026,"q22.11","21q","no",30430623,74
"26806","KRTAP15-1","KRTAP15-1","21",30440275,30440869,"q22.11","21q","no",30440572,75
"26807","KRTAP19-1","KRTAP19-1","21",30479706,30480367,"q22.11","21q","no",30480036.5,76
"26808","KRTAP19-2","KRTAP19-2","21",30487043,30487436,"q22.11","21q","no",30487239.5,77
"26809","KRTAP19-3","KRTAP19-3","21",30491462,30492013,"q22.11","21q","no",30491737.5,78
"26810","KRTAP19-4","KRTAP19-4","21",30496824,30497165,"q22.11","21q","no",30496994.5,79
"26811","KRTAP19-5","KRTAP19-5","21",30501657,30502141,"q22.11","21q","no",30501899,80
"26812","KRTAP19-6","KRTAP19-6","21",30541535,30541864,"q22.11","21q","no",30541699.5,81
"26813","KRTAP19-7","KRTAP19-7","21",30560875,30561314,"q22.11","21q","no",30561094.5,82
"26823","KRTAP22-2","KRTAP22-2","21",30590105,30590397,"q22.11","21q","no",30590251,83
"26831","KRTAP6-3","KRTAP6-3","21",30592440,30593075,"q22.11","21q","no",30592757.5,84
"26830","KRTAP6-2","KRTAP6-2","21",30598590,30598902,"q22.11","21q","no",30598746,85
"26822","KRTAP22-1","KRTAP22-1","21",30601087,30601382,"q22.11","21q","no",30601234.5,86
"26829","KRTAP6-1","KRTAP6-1","21",30613431,30613930,"q22.11","21q","no",30613680.5,87
"26815","KRTAP20-1","KRTAP20-1","21",30616425,30616699,"q22.11","21q","no",30616562,88
"26818","KRTAP20-4","KRTAP20-4","21",30620627,30620850,"q22.11","21q","no",30620738.5,89
"26816","KRTAP20-2","KRTAP20-2","21",30635206,30635619,"q22.11","21q","no",30635412.5,90
"26817","KRTAP20-3","KRTAP20-3","21",30642864,30643136,"q22.11","21q","no",30643000,91
"26821","KRTAP21-3","KRTAP21-3","21",30718525,30718777,"q22.11","21q","no",30718651,92
"26820","KRTAP21-2","KRTAP21-2","21",30746794,30747259,"q22.11","21q","no",30747026.5,93
"26819","KRTAP21-1","KRTAP21-1","21",30755015,30755428,"q22.11","21q","no",30755221.5,94
"26833","KRTAP8-1","KRTAP8-1","21",30812697,30813274,"q22.11","21q","no",30812985.5,95
"26832","KRTAP7-1","KRTAP7-1","21",30829039,30829759,"q22.11","21q","no",30829399,96
"26797","KRTAP11-1","KRTAP11-1","21",30880644,30881580,"q22.11","21q","no",30881112,97
"26814","KRTAP19-8","KRTAP19-8","21",31038159,31038476,"q22.11","21q","no",31038317.5,98
"28555","TIAM1","TIAM1","21",31118416,31559977,"q22.11","21q","no",31339196.5,99
"28556","TIAM1-AS1","TIAM1-AS1","21",31559245,31560487,"q22.11","21q","no",31559866,100
"28337","SOD1-DT","SOD1-DT","21",31624034,31659500,"q22.11","21q","no",31641767,101
"28336","SOD1","SOD1","21",31659666,31668931,"q22.11","21q","no",31664298.5,102
"28138","SCAF4","SCAF4","21",31671000,31732118,"q22.11","21q","no",31701559,103
"26260","HUNK","HUNK","21",31873020,32044633,"q22.11","21q","no",31958826.5,104
"26261","HUNK-AS1","HUNK-AS1","21",32020966,32021782,"q22.11","21q","no",32021374,105
"26968","LINC00159","LINC00159","21",32080314,32247266,"q22.11","21q","no",32163790,106
"27332","MIS18A","MIS18A","21",32268228,32279049,"q22.11","21q","no",32273638.5,107
"27333","MIS18A-AS1","MIS18A-AS1","21",32277863,32280999,"q22.11","21q","no",32279431,108
"27358","MRAP-AS1","MRAP-AS1","21",32283682,32308737,"q22.11","21q","no",32296209.5,109
"27357","MRAP","MRAP","21",32291813,32314784,"q22.11","21q","no",32303298.5,110
"28789","URB1","URB1","21",32311018,32393012,"q22.11","21q","no",32352015,111
"28790","URB1-AS1","URB1-AS1","21",32393048,32394380,"q22.11","21q","no",32393714,112
"25880","EVA1C","EVA1C","21",32412006,32515397,"q22.11","21q","no",32463701.5,113
"28508","TCP10L","TCP10L","21",32497967,32587373,"q22.11","21q","no",32542670,114
"25446","CFAP298","CFAP298","21",32592079,32612603,"q22.11","21q","no",32602341,115
"28443","SYNJ1","SYNJ1","21",32628759,32728040,"q22.11","21q","no",32678399.5,116
"27660","PAXBP1-AS1","PAXBP1-AS1","21",32728079,32747065,"q22.11","21q","no",32737572,117
"27658","PAXBP1","PAXBP1","21",32733899,32771792,"q22.11","21q","no",32752845.5,118
"27100","LINC01690","LINC01690","21",32958807,32960566,"q22.11","21q","no",32959686.5,119
"27590","OLIG2","OLIG2","21",33025935,33029196,"q22.11","21q","no",33027565.5,120
"27023","LINC00945","LINC00945","21",33057829,33065873,"q22.11","21q","no",33061851,121
"27589","OLIG1","OLIG1","21",33070141,33072413,"q22.11","21q","no",33071277,122
"27068","LINC01548","LINC01548","21",33164806,33170672,"q22.11","21q","no",33167739,123
"26270","IFNAR2","IFNAR2","21",33205282,33265675,"q22.11","21q","no",33235478.5,124
"26412","IL10RB-DT","IL10RB-DT","21",33263873,33266301,"q22.11","21q","no",33265087,125
"26411","IL10RB","IL10RB","21",33266367,33311420,"q22.11","21q","no",33288893.5,126
"26269","IFNAR1","IFNAR1","21",33324387,33359864,"q22.11","21q","no",33342125.5,127
"26271","IFNGR2","IFNGR2","21",33403413,33479348,"q22.11","21q","no",33441380.5,128
"28595","TMEM50B","TMEM50B","21",33432485,33479974,"q22.11","21q","no",33456229.5,129
"25752","DNAJC28","DNAJC28","21",33488055,33491716,"q22.11","21q","no",33489885.5,130
"26063","GART","GART","21",33503931,33543491,"q22.11","21q","no",33523711,131
"28338","SON","SON","21",33543038,33577481,"q22.11","21q","no",33560259.5,132
"25763","DONSON","DONSON","21",33559542,33588706,"q22.11","21q","no",33574124,133
"25549","CRYZL1","CRYZL1","21",33589341,33643926,"q22.11","21q","no",33616633.5,134
"26456","ITSN1","ITSN1","21",33642400,33899861,"q22.11","21q","no",33771130.5,135
"25178","ATP5PO","ATP5PO","21",33903453,33915814,"q22.11","21q","no",33909633.5,136
"27004","LINC00649","LINC00649","21",33915534,34039762,"q22.11","21q","no",33977648,137
"27367","MRPS6","MRPS6","21",34073224,34362252,"q22.11","21q","no",34217738,138
"28273","SLC5A3","SLC5A3","21",34073578,34106260,"q22.11","21q","no",34089919,139
"26986","LINC00310","LINC00310","21",34157724,34325034,"q22.11","21q","no",34241379,140
"26475","KCNE2","KCNE2","21",34180729,34371381,"q22.11","21q","no",34276055,141
"28307","SMIM11","SMIM11","21",34375480,34416961,"q22.11","21q","no",34396220.5,142
"25299","C21orf140","C21orf140","21",34400112,34401072,"q22.12","21q","no",34400592,143
"28310","SMIM34","SMIM34","21",34414494,34423951,"q22.12","21q","no",34419222.5,144
