"","hgnc_symbol","chromosome_name","start_position","end_position"
"PAQR5-DT","PAQR5-DT","15",69263427,69298814
"FBXW10B","FBXW10B","17",15565483,15619704
"ESRP1","ESRP1","8",94641074,94707466
"LINC01016","LINC01016","6",33834487,33983208
"NMRAL2P","NMRAL2P","3",185960039,185979837
"LINC01234","LINC01234","12",113583886,113773726
"COL6A4P1","COL6A4P1","3",15151833,15180961
"MADD","MADD","11",47269161,47330031
"IRAIN","IRAIN","15",98572365,98648337
"ODC1","ODC1","2",10439968,10448327
"FAM86JP","FAM86JP","3",125916624,125928595
"LLGL1","LLGL1","17",18225635,18244875
"LINC02985","LINC02985","12",122063214,122068786
"ANKRD18DP","ANKRD18DP","3",198053522,198080512
"LINC02258","LINC02258","12",87768814,87813114
"FAM86DP","FAM86DP","3",75422961,75435110
"TNNI3","TNNI3","19",55151767,55157773
"NT5C1B","NT5C1B","2",18562871,18589572
"LINC02349","LINC02349","15",61713005,61731389
"THSD4-AS1","THSD4-AS1","15",71147650,71189114
"LINC02955","LINC02955","12",22699859,23191587
"IQCH-AS1","IQCH-AS1","15",67290636,67521898
"DNAAF3","DNAAF3","19",55158661,55166722
"ZNF892","ZNF892","2",95207521,95259774
"RFLNB","RFLNB","17",439978,445939
"ZFP3-DT","ZFP3-DT","17",5075678,5078113
"MAP4K4","MAP4K4","2",101696850,101894690
"FBXL20","FBXL20","17",39252663,39402523
"SLC38A3","SLC38A3","3",50205246,50221486
"SKOR1-AS1","SKOR1-AS1","15",67834310,67839300
"ITPKB","ITPKB","1",226631690,226739323
"DPY19L4","DPY19L4","8",94719703,94793836
"SYT5","SYT5","19",55171196,55180289
"LINC01257","LINC01257","12",131165000,131238936
"FBN1-DT","FBN1-DT","15",48645821,48652016
"SUZ12","SUZ12","17",31937007,32001045
"LINC02458","LINC02458","12",89010681,89309571
"S100A11","S100A11","1",152032506,152047907
"RPL24","RPL24","3",101681091,101686733
"TCHHL1","TCHHL1","1",152084141,152089064
"RPTN","RPTN","1",152153595,152159228
"HRNR","HRNR","1",152212076,152224193
"NBPF15","NBPF15","1",144421390,144461676
"LINC02391","LINC02391","12",92224091,92363898
"CD300LB","CD300LB","17",74519000,74531475
"NXPE3","NXPE3","3",101779177,101843743
"PTPRH","PTPRH","19",55181247,55209506
"NDUFAF6","NDUFAF6","8",94895533,95116455
"ARHGDIA","ARHGDIA","17",81867719,81871378
"KIF23-AS1","KIF23-AS1","15",69396897,69462856
"C2orf78","C2orf78","2",73784183,73817148
"SCYGR2","SCYGR2","2",227598893,227599255
"SCYGR5","SCYGR5","2",227666804,227667061
"SCYGR7","SCYGR7","2",227728335,227728625
"SCYGR8","SCYGR8","2",227745894,227746220
"SPATA3","SPATA3","2",230990324,231025055
"PIGV","PIGV","1",26787054,26800659
"NUP107-DT","NUP107-DT","12",68674368,68687755
"CCDC195","CCDC195","2",224703764,224716365
"SCYGR1","SCYGR1","2",227387683,227387949
"SCYGR3","SCYGR3","2",227614538,227614840
"SCYGR6","SCYGR6","2",227724440,227724757
"BTG1-DT","BTG1-DT","12",92144900,92252555
"GULP1","GULP1","2",188291669,188595931
"ZDHHC18","ZDHHC18","1",26826688,26857604
"CFAP418","CFAP418","8",95244913,95269201
"SCG5-AS1","SCG5-AS1","15",32655955,32673090
"MAP4","MAP4","3",47850690,48089272
"TMEM86B","TMEM86B","19",55226638,55228784
"UST-AS1","UST-AS1","6",148952637,148964696
"MLLT1","MLLT1","19",6210381,6279975
"CSGALNACT1","CSGALNACT1","8",19404161,19758029
"SFN","SFN","1",26863149,26864456
"SLC28A2-AS1","SLC28A2-AS1","15",45235930,45285889
"GPN2","GPN2","1",26876132,26890283
"ASPSCR1","ASPSCR1","17",81976807,82017406
"GPATCH3","GPATCH3","1",26890488,26900467
"ZFP36","ZFP36","19",39406847,39409407
"RNF217-AS1","RNF217-AS1","6",124644434,124963587
"NUDC","NUDC","1",26900238,26946871
"LINC02419","LINC02419","12",130070325,130072689
"KLF2","KLF2","19",16324826,16328685
"ZSCAN2-AS1","ZSCAN2-AS1","15",84597809,84634193
"EPS15L1","EPS15L1","19",16355225,16472085
"ST20-AS1","ST20-AS1","15",79922771,79927304
"LINC02401","LINC02401","12",103547751,103578947
"NBAS","NBAS","2",15166916,15561340
"NR0B2","NR0B2","1",26911489,26913975
"LINC00939","LINC00939","12",125943740,125983667
"TENT5B","TENT5B","1",27005020,27012850
"LUNAR1","LUNAR1","15",99014506,99069892
"CATSPER4","CATSPER4","1",26190561,26202968
"SPAG11A","SPAG11A","8",7847876,7868867
"LINC02826","LINC02826","12",125983038,126051322
"ARF4","ARF4","3",57571363,57598220
"EPM2A-DT","EPM2A-DT","6",145799409,145911493
"CD300C","CD300C","17",74534362,74546133
"LINC02359","LINC02359","12",126094094,126186599
"CEP85","CEP85","1",26234200,26278808
"PDLIM2","PDLIM2","8",22578279,22598025
"PRAC1","PRAC1","17",48721719,48722518
"CRTC3-AS1","CRTC3-AS1","15",90617426,90717253
"PRAC2","PRAC2","17",48723185,48724758
"DENND6A","DENND6A","3",57625454,57693077
"HCG22","HCG22","6",31053311,31065229
"HOXB13","HOXB13","17",48724763,48728750
"TTLL6","TTLL6","17",48762234,48817229
"LINC02205","LINC02205","15",70503907,70505928
"LINC02207","LINC02207","15",93835490,93984150
"ZNF502","ZNF502","3",44712643,44723831
"LIN28A","LIN28A","1",26410817,26429728
"CALCOCO2","CALCOCO2","17",48831018,48868228
"UBXN11","UBXN11","1",26281328,26318363
"ZNF501","ZNF501","3",44729596,44737083
"LINC02825","LINC02825","12",126400792,126405528
"LINC02347","LINC02347","12",126438837,126472790
"KIAA1143","KIAA1143","3",44737661,44761619
"KIF15","KIF15","3",44761721,44873376
"RORA-AS2","RORA-AS2","15",60681564,60687249
"FAM174A-DT","FAM174A-DT","5",100223281,100535947
"EIF3J-DT","EIF3J-DT","15",44526572,44537088
"LINC02824","LINC02824","12",126688341,126720333
"LINC00943","LINC00943","12",126723412,126749027
"LINC02113","LINC02113","5",99410345,99620112
"LINC02527","LINC02527","6",111900305,111909420
"SATB2","SATB2","2",199269505,199471266
"PPP1R15B","PPP1R15B","1",204396492,204411887
"LINC01413","LINC01413","15",57318888,57325050
"AHI1-DT","AHI1-DT","6",135497422,135894890
"DMRTB1","DMRTB1","1",53459399,53467488
"LINC01338","LINC01338","5",82807475,82860008
"FABP12","FABP12","8",81524981,81590139
"ANKRD34C-AS1","ANKRD34C-AS1","15",79123546,79283967
"ATP5MC1","ATP5MC1","17",48892765,48895871
"GLIS1","GLIS1","1",53506237,53739164
"CHD7","CHD7","8",60678740,60868028
"NDC1","NDC1","1",53765478,53838463
"LINC02372","LINC02372","12",126869010,126874727
"UBE2Z","UBE2Z","17",48908407,48929056
"OR2W1-AS1","OR2W1-AS1","6",29035991,29090485
"NR4A2","NR4A2","2",156324437,156342348
"PDE7B-AS1","PDE7B-AS1","6",135991936,136225751
"LINC02376","LINC02376","12",127259339,127284338
"TEX54","TEX54","11",62832321,62832841
"SNF8","SNF8","17",48929316,48944842
"NUP98","NUP98","11",3671083,3797792
"CALR3","CALR3","19",16479061,16496167
"SBNO1-AS1","SBNO1-AS1","12",123363868,123366113
"PLEKHF2","PLEKHF2","8",95115642,95156698
"KMT5A","KMT5A","12",123384132,123409353
"RGS7","RGS7","1",240767636,241357374
"LINC02490","LINC02490","15",52803690,53211107
"CNBD1","CNBD1","8",86866415,87615219
"TMEM42","TMEM42","3",44861904,44865670
"C19orf44","C19orf44","19",16496394,16521352
"RILPL2","RILPL2","12",123409714,123436684
"EXOSC7","EXOSC7","3",44975241,45036066
"LINC02519","LINC02519","6",169369574,169388407
"SNRNP35","SNRNP35","12",123458088,123473154
"LINC01624","LINC01624","6",170266624,170279978
"RILPL1","RILPL1","12",123470054,123533719
"CYRIB","CYRIB","8",129839593,130017504
"GIP","GIP","17",48958554,48968596
"CHERP","CHERP","19",16517894,16542437
"CDKL4","CDKL4","2",39168045,39243983
"TMED2-DT","TMED2-DT","12",123570393,123602035
"ADGB-DT","ADGB-DT","6",146582626,146598936
"PER1","PER1","17",8140467,8156506
"NEMP2","NEMP2","2",190504338,190534722
"CLEC3B","CLEC3B","3",45001548,45036071
"NTRK3-AS1","NTRK3-AS1","15",88252666,88271066
"CCDC28A-AS1","CCDC28A-AS1","6",138725211,138773709
"LINC02255","LINC02255","15",74379041,74393876
"TGM4","TGM4","3",44874608,44914990
"CLLU1-AS1","CLLU1-AS1","12",92420091,92433060
"LINC02397","LINC02397","12",92466451,92492091
"BIRC6","BIRC6","2",32357023,32619571
"DIS3L-AS1","DIS3L-AS1","15",66278495,66293492
"FBXW8","FBXW8","12",116910950,117032498
"CNR2","CNR2","1",23870515,23913362
"PNRC2","PNRC2","1",23956839,23963462
"TRIM52-AS1","TRIM52-AS1","5",181246463,181295573
"ZFAND3-DT","ZFAND3-DT","6",37801348,37819371
"LINC02852","LINC02852","15",94583495,94589263
"SRSF10","SRSF10","1",23964347,23980927
"SLC35E1","SLC35E1","19",16549831,16572415
"TBX18-AS1","TBX18-AS1","6",84687712,84709578
"TESC","TESC","12",117038923,117099479
"ATP2B2","ATP2B2","3",10324023,10708007
"TRIM7-AS1","TRIM7-AS1","5",181195496,181203103
"LINC02570","LINC02570","6",30838324,30848276
"TESC-AS1","TESC-AS1","12",117093949,117142091
"LINC02540","LINC02540","6",76521640,76593821
"TRIM7-AS2","TRIM7-AS2","5",181191023,181203117
"CD300E","CD300E","17",74609878,74623738
"MILR1","MILR1","17",64449037,64492770
"TINCR","TINCR","19",5558167,5578349
"PLPPR3","PLPPR3","19",812488,821955
"FBXO21","FBXO21","12",117141991,117190470
"GRHL3","GRHL3","1",24199558,24364482
"LINC00602","LINC00602","6",165987539,165989616
"LINC00052","LINC00052","15",87576927,87579866
"PACRG-AS1","PACRG-AS1","6",163306907,163324583
"LINC00930","LINC00930","15",92567817,92574529
"SMIM46","SMIM46","19",14112324,14112476
"C1QL1","C1QL1","17",44959693,44968303
"LINC01149","LINC01149","6",31441643,31448726
"SYMPK","SYMPK","19",45815410,45863225
"COPZ2","COPZ2","17",48026167,48038030
"TEKT4","TEKT4","2",94871430,94876823
"LINC01491","LINC01491","15",47774219,47847155
"CLASP1","CLASP1","2",121337776,121649476
"NFE2L1","NFE2L1","17",48048329,48061545
"LINC02525","LINC02525","6",3182626,3195784
"METTL13","METTL13","1",171781660,171814023
"CBX1","CBX1","17",48070052,48101478
"MAP3K5-AS1","MAP3K5-AS1","6",136629066,136648198
"SNX11","SNX11","17",48103357,48123601
"SYNGAP1-AS1","SYNGAP1-AS1","6",33436829,33454470
"FGFR1","FGFR1","8",38400215,38468834
"FNDC1-AS1","FNDC1-AS1","6",159165240,159170161
"ATP10A-DT","ATP10A-DT","15",25865264,25877219
"DNM3","DNM3","1",171817887,172418466
"LINC02351","LINC02351","15",98319373,98421709
"SKAP1","SKAP1","17",48133437,48430275
"LINC00926","LINC00926","15",57300317,57307769
"LINC01914","LINC01914","2",41931599,41934660
"BRPF3-AS1","BRPF3-AS1","6",36112466,36200952
"MFSD6","MFSD6","2",190408355,190509205
"ARNT2-DT","ARNT2-DT","15",80344765,80411930
"SKAP1-AS1","SKAP1-AS1","17",48185938,48204529
"SKAP1-AS2","SKAP1-AS2","17",48294347,48308762
"MYCN","MYCN","2",15940550,15947007
"ATP2B2-IT1","ATP2B2-IT1","3",10566255,10570375
"ATP2B2-IT2","ATP2B2-IT2","3",10626015,10629307
"NEUROD2","NEUROD2","17",39603536,39609777
"LINC00927","LINC00927","15",80263068,80342608
"SLC6A11","SLC6A11","3",10816201,10940714
"FSIP2","FSIP2","2",185738804,185833290
"PPP1R1B","PPP1R1B","17",39626740,39636626
"ZIM2","ZIM2","19",56774547,56840731
"CAHM","CAHM","6",163368306,163415456
"PPP1CB","PPP1CB","2",28751640,28802940
"LINC01626","LINC01626","6",71420983,71479608
"ROBO2","ROBO2","3",75906695,77649964
"STARD3","STARD3","17",39637090,39664201
"DNM3-IT1","DNM3-IT1","1",171864187,171864687
"PIGC","PIGC","1",172370189,172444086
"GPAT2","GPAT2","2",96021946,96039451
"C1orf105","C1orf105","1",172420685,172468831
"GP6","GP6","19",55013705,55038264
"KIF26B-AS1","KIF26B-AS1","1",245206444,245234501
"EFCAB2","EFCAB2","1",244969682,245127164
"ERF","ERF","19",42247569,42255128
"LINC02840","LINC02840","6",152754903,152875991
"MICAL2","MICAL2","11",12094008,12359144
"ALDH1A3-AS1","ALDH1A3-AS1","15",100892343,100920312
"PIH1D1","PIH1D1","19",49446298,49453497
"FMNL2","FMNL2","2",152335174,152649826
"TCAP","TCAP","17",39665349,39666554
"LINC01584","LINC01584","15",86078809,86116747
"H3-4","H3-4","1",228424845,228425360
"PNMT","PNMT","17",39667981,39670475
"ABCA4","ABCA4","1",93992834,94121148
"PGAP3","PGAP3","17",39671122,39696797
"DRAIC","DRAIC","15",69462921,69855357
"ZDHHC3","ZDHHC3","3",44915257,44976185
"TAGAP-AS1","TAGAP-AS1","6",158988178,159088114
"FTCDNL1","FTCDNL1","2",199760544,199851192
"ERBB2","ERBB2","17",39687914,39730426
"NAT8B","NAT8B","2",73700576,73701340
"CPO","CPO","2",206939518,206969474
"TSSK6","TSSK6","19",19512418,19515548
"KLF7-IT1","KLF7-IT1","2",207120884,207122044
"NDUFA13","NDUFA13","19",19515736,19529054
"KLF7","KLF7","2",207074137,207173856
"FIGLA","FIGLA","2",70777310,70790643
"ZNF385D","ZNF385D","3",21412218,22373321
"LINC01932","LINC01932","5",159209881,159249997
"CLEC4F","CLEC4F","2",70808643,70820599
"YJEFN3","YJEFN3","19",19528861,19537581
"MDM4","MDM4","1",204516379,204558120
"CD207","CD207","2",70830211,70835816
"TEX261","TEX261","2",70968325,70994873
"NTM-IT","NTM-IT","11",132284302,132285081
"OPCML","OPCML","11",132414977,133532501
"CILP2","CILP2","19",19538248,19546659
"ZNF385D-AS1","ZNF385D-AS1","3",21542789,21579959
"ZNF385D-AS2","ZNF385D-AS2","3",21942566,21979828
"DUSP19","DUSP19","2",183078559,183100008
"EEF1A1-AS1","EEF1A1-AS1","6",73523618,73576267
"CEP97","CEP97","3",101724534,101770562
"MIEN1","MIEN1","17",39728496,39730532
"NUP35","NUP35","2",183117513,183161680
"PBX4","PBX4","19",19561707,19618693
"GRB7","GRB7","17",39737927,39747291
"ITFG2-AS1","ITFG2-AS1","12",2668500,2812944
"DNM1P35","DNM1P35","15",75727670,75739045
"NFKBID","NFKBID","19",35887630,35902303
"LINC02542","LINC02542","6",81843774,82169391
"OPCML-IT2","OPCML-IT2","11",132859245,132860077
"OPCML-IT1","OPCML-IT1","11",133360029,133366080
"GRIA4","GRIA4","11",105609535,105982090
"LINC00882","LINC00882","3",106630469,107240671
"NCKAP1","NCKAP1","2",182909115,183038858
"IZUMO4","IZUMO4","19",2096429,2099593
"LINC02539","LINC02539","6",137730166,137792835
"WDR47","WDR47","1",108970214,109042113
"LINC03004","LINC03004","6",137647887,137777092
"IKZF3","IKZF3","17",39757715,39864312
"SCAT8","SCAT8","6",63805797,63822975
"LINC02226","LINC02226","5",8192302,8457605
"PYCR2","PYCR2","1",225919877,225924340
"LINC01556","LINC01556","6",28922706,28944717
"CLPP","CLPP","19",6361427,6370242
"CCDC54","CCDC54","3",107377439,107378635
"FILNC1","FILNC1","6",139677639,139860476
"IWS1","IWS1","2",127436207,127526886
"BBX","BBX","3",107522936,107811339
"HARBI1","HARBI1","11",46602861,46617909
"LINC02375","LINC02375","12",127324152,127356846
"LINC01801","LINC01801","19",34788527,34860747
"ATG13","ATG13","11",46617527,46674818
"KDM2B-DT","KDM2B-DT","12",121580360,121597226
"STK11","STK11","19",1177558,1228431
"NRDC","NRDC","1",51789191,51878805
"SLC1A4","SLC1A4","2",64988477,65023865
"P2RX4","P2RX4","12",121210065,121234106
"CPEB1-AS1","CPEB1-AS1","15",82647770,82692820
"TPM1-AS","TPM1-AS","15",62971190,63049387
"LOXL1-AS1","LOXL1-AS1","15",73898471,73928296
"MAN2B1","MAN2B1","19",12643831,12666742
"RAB1A","RAB1A","2",65070696,65130331
"TTBK2-AS1","TTBK2-AS1","15",42737157,42743202
"ZPBP2","ZPBP2","17",39868202,39877896
"LINC02829","LINC02829","6",29497344,29510558
"LINC02828","LINC02828","6",24721658,24751961
"ACTR2","ACTR2","2",65227788,65271253
"GSDMB","GSDMB","17",39904595,39919854
"PACRG-AS2","PACRG-AS2","6",163042557,163054161
"USP40","USP40","2",233475526,233566782
"RYR3-DT","RYR3-DT","15",33293492,33310696
"CAMKK2","CAMKK2","12",121237675,121298308
"GJD2-DT","GJD2-DT","15",34755062,34813505
"HDAC2-AS2","HDAC2-AS2","6",113969701,114548369
"CT62","CT62","15",71110244,71116593
"AQP7B","AQP7B","2",94587101,94612744
"LINC01586","LINC01586","15",88561848,88605420
"SCYGR10","SCYGR10","2",227608784,227609101
"SCYGR4","SCYGR4","2",227617498,227617815
"PLPP2","PLPP2","19",281040,291403
"LANCL1","LANCL1","2",210427131,210477652
"ORMDL3","ORMDL3","17",39921041,39927601
"LRRC3C","LRRC3C","17",39927732,39944999
"GSDMA","GSDMA","17",39953263,39977768
"CTXN2-AS1","CTXN2-AS1","15",48187121,48191702
"MIER2","MIER2","19",305573,344815
"LINC03080","LINC03080","15",99405525,99452743
"PSMD3","PSMD3","17",39980807,39997959
"ARHGAP1","ARHGAP1","11",46677080,46700619
"LINC02533","LINC02533","6",4488720,4509528
"CHASERR","CHASERR","15",92819305,92899701
"CPS1","CPS1","2",210477682,210679107
"CD47","CD47","3",108043091,108091862
"CSF3","CSF3","17",40015361,40017813
"ZNF408","ZNF408","11",46701030,46705912
"FAF1","FAF1","1",50437028,50960267
"F2","F2","11",46719196,46739506
"SNHG14","SNHG14","15",24978583,25420336
"DPP9-AS1","DPP9-AS1","19",4679282,4695017
"FGF12","FGF12","3",192139390,192767764
"ZNF823","ZNF823","19",11721265,11739009
"MED24","MED24","17",40019097,40061215
"ZNF441","ZNF441","19",11767000,11784078
"ZNF451-AS1","ZNF451-AS1","6",57114894,57174236
"CKAP5","CKAP5","11",46743048,46846308
"GOLGA4-AS1","GOLGA4-AS1","3",37241789,37244202
"ZNF491","ZNF491","19",11797667,11809622
"GOLGA4","GOLGA4","3",37243191,37366879
"ZNF440","ZNF440","19",11814273,11835216
"DNAH8-AS1","DNAH8-AS1","6",38923029,38953105
"PRRC2C","PRRC2C","1",171485530,171593511
"LINC00663","LINC00663","19",19749637,19776434
"BVES-AS1","BVES-AS1","6",105136217,105200152
"ZNF506","ZNF506","19",19761038,19821751
"ANAPC5","ANAPC5","12",121308245,121399896
"GOLGA2P9","GOLGA2P9","19",22596337,22603430
"ZNF492","ZNF492","19",22634324,22667671
"IGSF9","IGSF9","1",159927039,159945613
"LINC00906","LINC00906","19",28883430,28970874
"LRP4","LRP4","11",46856717,46918642
"MROH5","MROH5","8",141433829,141507230
"TARS2","TARS2","1",150487414,150507602
"UQCRFS1","UQCRFS1","19",29205320,29213151
"RNF34","RNF34","12",121400083,121430623
"VSTM2B","VSTM2B","19",29525994,29564551
"POP4","POP4","19",29606283,29617237
"C8orf90","C8orf90","8",141514638,141518737
"ZNF572","ZNF572","8",124973295,124979389
"LINC01615","LINC01615","6",169157162,169182878
"CD300A","CD300A","17",74466399,74484798
"SQLE","SQLE","8",124998497,125022283
"KDM2B","KDM2B","12",121429096,121582279
"BTBD9-AS1","BTBD9-AS1","6",38481557,38482533
"PICALM","PICALM","11",85957175,86069882
"PRKAR2A","PRKAR2A","3",48744597,48847874
"TRAF3IP2-AS1","TRAF3IP2-AS1","6",111483389,111598784
"TSHZ3","TSHZ3","19",31149979,31349436
"FFAR3","FFAR3","19",35358460,35360489
"CDRT8","CDRT8","17",15104979,15107133
"HEY2-AS1","HEY2-AS1","6",125577545,125749190
"GPR42","GPR42","19",35371068,35372962
"EXOSC4","EXOSC4","8",144078648,144080648
"FFAR2","FFAR2","19",35443907,35451767
"KRT10-AS1","KRT10-AS1","17",40819071,40836273
"CHRNA6","CHRNA6","8",42752620,42796392
"ZNF850","ZNF850","19",36714383,36772825
"LINC02523","LINC02523","6",125674115,125720237
"ZNF790-AS1","ZNF790-AS1","19",36776080,36831596
"THAP1","THAP1","8",42836674,42843325
"RNF170","RNF170","8",42849637,42897290
"TMEM11-DT","TMEM11-DT","17",21214322,21238485
"LGALS16","LGALS16","19",39655913,39660647
"LINC01993","LINC01993","17",78261349,78278492
"TDRKH","TDRKH","1",151770107,151791416
"MIR548A1HG","MIR548A1HG","6",18521177,18674001
"ETFBKMT","ETFBKMT","12",31647160,31673114
"LINC00670","LINC00670","17",12549528,12642854
"PLOD2","PLOD2","3",146035139,146163725
"VSIG10L-AS1","VSIG10L-AS1","19",51340695,51344117
"TRIM31-AS1","TRIM31-AS1","6",30100827,30114724
"SIGLEC10-AS2","SIGLEC10-AS2","19",51414298,51414965
"SIGLEC10-AS1","SIGLEC10-AS1","19",51415724,51417425
"HOOK3","HOOK3","8",42896946,43030535
"PRPF31-AS1","PRPF31-AS1","19",54119511,54125343
"AMN1","AMN1","12",31671142,31729121
"LIN28B-AS1","LIN28B-AS1","6",104864464,104941450
"LILRB1-AS1","LILRB1-AS1","19",54635722,54638892
"ZFP28","ZFP28","19",56538948,56556808
"DST-AS1","DST-AS1","6",56843928,56864338
"PUF60","PUF60","8",143816344,143830709
"CPS1-IT1","CPS1-IT1","2",210617571,210619876
"RPE","RPE","2",210002565,210022260
"ZNF470","ZNF470","19",56567468,56588911
"TBX2-AS1","TBX2-AS1","17",61361666,61413305
"DAAM2-AS1","DAAM2-AS1","6",39848370,39900071
"H3-5","H3-5","12",31791185,31792298
"ZNF71","ZNF71","19",56595265,56626481
"LINC02422","LINC02422","12",31873195,31959547
"PRSS23","PRSS23","11",86791059,86952910
"SMIM17","SMIM17","19",56643159,56657247
"ZNF835","ZNF835","19",56661980,56671783
"LINC00937","LINC00937","12",8244845,8453161
"DSP-AS1","DSP-AS1","6",7539659,7543119
"CCR9","CCR9","3",45884425,45903174
"FZD4","FZD4","11",86945679,86955395
"PRRG4","PRRG4","11",32829927,32858120
"XCR1","XCR1","3",46016990,46085825
"SACM1L","SACM1L","3",45689056,45745412
"QSER1","QSER1","11",32892811,32993316
"A1BG-AS1","A1BG-AS1","19",58347718,58355455
"KCNQ5-AS1","KCNQ5-AS1","6",73130646,73143515
"NBPF11","NBPF11","1",148102047,148152322
"ZNF497-AS1","ZNF497-AS1","19",58362569,58367620
"UFL1-AS1","UFL1-AS1","6",96199810,96521745
"MAP2","MAP2","2",209424047,209734147
"DEPDC7","DEPDC7","11",33015876,33033582
"LINC02449","LINC02449","12",8227280,8370233
"ZNF83","ZNF83","19",52612377,52638388
"OTUB1","OTUB1","11",63985853,64001811
"ADGRE5","ADGRE5","19",14380501,14408725
"NOTCH2","NOTCH2","1",119911553,120100779
"OR4S1","OR4S1","11",48306223,48307152
"OR4C3","OR4C3","11",48324920,48325955
"OR4C5","OR4C5","11",48365485,48366465
"MARK2","MARK2","11",63838928,63911020
"PIK3R5-DT","PIK3R5-DT","17",8965781,8976995
"LINC02827","LINC02827","12",3300084,3325343
"LINC02535","LINC02535","6",85320314,85404911
"VPS13C-DT","VPS13C-DT","15",62060498,62062434
"TRIP12","TRIP12","2",229763837,229923239
"LINC02346","LINC02346","15",25902119,26053125
"DDX39A","DDX39A","19",14408798,14419383
"LINC02074","LINC02074","17",74031968,74176841
"PATJ","PATJ","1",61742477,62178675
"LINC01600","LINC01600","6",2562085,2634734
"IQSEC3-AS1","IQSEC3-AS1","12",164608,182508
"KHDRBS3","KHDRBS3","8",135457456,135656722
"ETV7-AS1","ETV7-AS1","6",36386831,36391994
"FOXCUT","FOXCUT","6",1593368,1607358
"LINC02405","LINC02405","12",126915199,127146550
"DPH6-DT","DPH6-DT","15",35546154,35860199
"LINC02521","LINC02521","6",2617093,2651897
"ATP6V1A","ATP6V1A","3",113746770,113812056
"LINC02853","LINC02853","15",35919892,36158626
"LINC02568","LINC02568","15",63381711,63438320
"PKN1","PKN1","19",14433053,14471867
"LINC00929","LINC00929","15",26115726,26134001
"LINC01973","LINC01973","17",77875344,77893858
"TMEM65","TMEM65","8",124306189,124372701
"CERNA1","CERNA1","15",52179997,52230123
"PCED1B-AS1","PCED1B-AS1","12",47135273,47216503
"OIP5-AS1","OIP5-AS1","15",41283958,41322392
"LINC01180","LINC01180","17",44646364,44655076
"GPAA1","GPAA1","8",144082337,144093149
"SLMAP","SLMAP","3",57755450,57930003
"LINC00469","LINC00469","17",73749268,73828520
"LINC01497","LINC01497","17",69913385,69994845
"PTGER1","PTGER1","19",14472466,14475354
"GIPC1","GIPC1","19",14477760,14496149
"LINC02532","LINC02532","6",106705328,106824178
"LINC02256","LINC02256","15",32535890,32587613
"LINC02079","LINC02079","17",39003248,39031156
"IDH2-DT","IDH2-DT","15",90102593,90138261
"LINC01977","LINC01977","17",79805999,79827704
"NPPA","NPPA","1",11845709,11848345
"DNAJB1","DNAJB1","19",14513789,14560391
"KISS1","KISS1","1",204190341,204196491
"PELI3","PELI3","11",66466327,66477337
"MAST2","MAST2","1",45786987,46036122
"SNHG16","SNHG16","17",76557191,76714384
"LINC00944","LINC00944","12",126599954,126772519
"CERS4","CERS4","19",8206736,8262433
"LINC02250","LINC02250","15",25456131,25578823
"MS4A18","MS4A18","11",60724720,60745028
"OR51H1","OR51H1","11",4859617,4860564
"LINC02248","LINC02248","15",26395037,26489895
"PRKAA2","PRKAA2","1",56645314,56715335
"HCG18","HCG18","6",30223522,30327401
"SEMA4A","SEMA4A","1",156147366,156177752
"ADGRE3","ADGRE3","19",14599080,14690027
"LINC01992","LINC01992","17",27928924,27991787
"LINC02415","LINC02415","12",131296094,131312835
"TMEM87B","TMEM87B","2",112055269,112119318
"CADM1","CADM1","11",115169218,115504957
"PCM1","PCM1","8",17922842,18029948
"PUM2","PUM2","2",20248691,20352234
"ZNF333","ZNF333","19",14689801,14733746
"SEPTIN4-AS1","SEPTIN4-AS1","17",58514723,58583963
"LINC03065","LINC03065","15",56887034,56888227
"LINC01976","LINC01976","17",43926845,43950464
"HEXA-AS1","HEXA-AS1","15",72376051,72379899
"GRM7","GRM7","3",6770001,7741533
"LINC03048","LINC03048","17",81366667,81385464
"SNHG21","SNHG21","15",82750512,82796682
"ADGRE2","ADGRE2","19",14732392,14778560
"CCNL2","CCNL2","1",1385711,1399335
"JAML","JAML","11",118193725,118225092
"VPS39-DT","VPS39-DT","15",42208353,42226990
"NKX6-3","NKX6-3","8",41645177,41650817
"ASNSP1","ASNSP1","8",46579213,46614523
"MIR22HG","MIR22HG","17",1711447,1717174
"ZNF252P","ZNF252P","8",144976190,144999723
"PXDN","PXDN","2",1631887,1744852
"ANK1","ANK1","8",41653220,41896741
"GRM7-AS2","GRM7-AS2","3",6892632,6894022
"POMGNT2","POMGNT2","3",43079229,43106085
"IL1RAP","IL1RAP","3",190514051,190659750
"KDF1","KDF1","1",26949562,26960468
"VTCN1","VTCN1","1",117143587,117210960
"SH3YL1","SH3YL1","2",217730,266398
"TRIM68","TRIM68","11",4598672,4608231
"FMNL1-AS1","FMNL1-AS1","17",45238028,45241900
"SYNM-AS1","SYNM-AS1","15",98954149,99105877
"ZNF644","ZNF644","1",90915298,91022272
"LINC01169","LINC01169","15",66582190,66685798
"OR52I1","OR52I1","11",4594039,4595013
"PLAAT3","PLAAT3","11",63573195,63616883
"VPS51","VPS51","11",65089324,65111862
"LINC00924","LINC00924","15",95296424,95615635
"TAB2-AS1","TAB2-AS1","6",149243282,149257557
"CYP4A22","CYP4A22","1",47137435,47149727
"LINC02013","LINC02013","3",190680421,190699314
"EIF1B","EIF1B","3",40309707,40312424
