"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position"
"21785" "ENSG00000108839" "ALOX12" "17" 6996049 7010754
"21786" "ENSG00000179477" "ALOX12B" "17" 8072636 8087716
"21787" "ENSG00000262943" "ALOX12P2" "17" 6893782 6900032
"21788" "ENSG00000161905" "ALOX15" "17" 4630919 4642294
"21789" "ENSG00000179593" "ALOX15B" "17" 8039034 8049134
"21790" "ENSG00000179148" "ALOXE3" "17" 8095900 8119047
"21792" "ENSG00000183684" "ALYREF" "17" 81887835 81891586
"21795" "ENSG00000196704" "AMZ2" "17" 68205481 68257712
"21796" "ENSG00000214174" "AMZ2P1" "17" 64968222 64973517
"21798" "ENSG00000141552" "ANAPC11" "17" 81890790 81900991
"21802" "ENSG00000153930" "ANKFN1" "17" 55882301 56517016
"21803" "ENSG00000185722" "ANKFY1" "17" 4163821 4263995
"21807" "ENSG00000198720" "ANKRD13B" "17" 29589769 29614761
"21812" "ENSG00000154945" "ANKRD40" "17" 50693198 50707914
"21813" "ENSG00000167117" "ANKRD40CL" "17" 50761029 50767557
"21816" "ENSG00000131480" "AOC2" "17" 42844580 42850707
"21817" "ENSG00000131471" "AOC3" "17" 42851184 42858130
"21818" "ENSG00000260105" "AOC4P" "17" 42867279 42874369
"21823" "ENSG00000006125" "AP2B1" "17" 35578046 35726413
"21829" "ENSG00000091583" "APOH" "17" 66212033 66256525
"21830" "ENSG00000062725" "APPBP2" "17" 60443158 60526242
"21831" "ENSG00000259349" "APPBP2-DT" "17" 60525460 60550798
"21843" "ENSG00000006740" "ARHGAP44" "17" 12789498 12991643
"21844" "ENSG00000265489" "ARHGAP44-AS1" "17" 12760140 12790242
"21846" "ENSG00000141522" "ARHGDIA" "17" 81867719 81871378
"21847" "ENSG00000198844" "ARHGEF15" "17" 8310241 8322514
"21851" "ENSG00000214087" "ARL16" "17" 81681165 81683797
"21852" "ENSG00000185829" "ARL17A" "17" 46499780 46579695
"21857" "ENSG00000175906" "ARL4D" "17" 43398993 43401137
"21858" "ENSG00000141748" "ARL5C" "17" 39156894 39167484
"21861" "ENSG00000125449" "ARMC7" "17" 75109952 75130272
"21862" "ENSG00000141480" "ARRB2" "17" 4710596 4721499
"21865" "ENSG00000141337" "ARSG" "17" 68259182 68422731
"21866" "ENSG00000161664" "ASB16" "17" 44170447 44179084
"21867" "ENSG00000267080" "ASB16-AS1" "17" 44157293 44187180
"21870" "ENSG00000141505" "ASGR1" "17" 7173431 7179564
"21871" "ENSG00000161944" "ASGR2" "17" 7101322 7115700
"21872" "ENSG00000108684" "ASIC2" "17" 33013087 34174964
"21873" "ENSG00000108381" "ASPA" "17" 3472374 3503405
"21874" "ENSG00000169696" "ASPSCR1" "17" 81976807 82017406
"21877" "ENSG00000176208" "ATAD5" "17" 30831966 30895869
"21883" "ENSG00000129244" "ATP1B2" "17" 7646627 7657770
"21884" "ENSG00000074370" "ATP2A3" "17" 3923868 3964464
"21890" "ENSG00000159199" "ATP5MC1" "17" 48892765 48895871
"21891" "ENSG00000167863" "ATP5PD" "17" 75038863 75046985
"21892" "ENSG00000033627" "ATP6V0A1" "17" 42458844 42522582
"21901" "ENSG00000171953" "ATPAF2" "17" 17977409 18039209
"21903" "ENSG00000087152" "ATXN7L3" "17" 44191805 44200113
"21904" "ENSG00000267394" "ATXN7L3-AS1" "17" 44198520 44234868
"21905" "ENSG00000178999" "AURKB" "17" 8204733 8210600
"21906" "ENSG00000168646" "AXIN2" "17" 65528563 65561648
"21913" "ENSG00000167080" "B4GALNT2" "17" 49132460 49176840
"21915" "ENSG00000108641" "B9D1" "17" 19334308 19378193
"21919" "ENSG00000175866" "BAIAP2" "17" 81035122 81117434
"21920" "ENSG00000226137" "BAIAP2-DT" "17" 81017969 81034881
"21924" "ENSG00000141376" "BCAS3" "17" 60677453 61392838
"21925" "ENSG00000267207" "BCAS3-AS1" "17" 61034416 61136127
"21927" "ENSG00000161940" "BCL6B" "17" 7023050 7030290
"21931" "ENSG00000126581" "BECN1" "17" 42810134 42833350
"21933" "ENSG00000205899" "BHLHA9" "17" 1270444 1271815
"21934" "ENSG00000089685" "BIRC5" "17" 78214186 78225636
"21936" "ENSG00000108578" "BLMH" "17" 30248203 30292056
"21937" "ENSG00000007202" "BLTP2" "17" 28614446 28645454
"21939" "ENSG00000196544" "BORCS6" "17" 8188345 8190180
"21941" "ENSG00000171634" "BPTF" "17" 67825503 67984378
"21942" "ENSG00000012048" "BRCA1" "17" 43044295 43170245
"21944" "ENSG00000136492" "BRIP1" "17" 61679139 61863559
"21950" "ENSG00000204347" "BTBD17" "17" 74356416 74361868
"21958" "ENSG00000256806" "C17orf100" "17" 6651762 6693202
"21959" "ENSG00000205710" "C17orf107" "17" 4899418 4902934
"21960" "ENSG00000267221" "C17orf113" "17" 42038232 42050601
"21961" "ENSG00000262165" "C17orf114" "17" 4801159 4807013
"21962" "ENSG00000258315" "C17orf49" "17" 7014495 7017525
"21963" "ENSG00000270806" "C17orf50" "17" 35760887 35765079
"21964" "ENSG00000186665" "C17orf58" "17" 67991099 67996469
"21965" "ENSG00000214226" "C17orf67" "17" 56791913 56838773
"21966" "ENSG00000108666" "C17orf75" "17" 32324565 32350023
"21969" "ENSG00000187997" "C17orf99" "17" 78146385 78166297
"21982" "ENSG00000108561" "C1QBP" "17" 5432777 5448830
"21983" "ENSG00000131094" "C1QL1" "17" 44959693 44968303
"21984" "ENSG00000173918" "C1QTNF1" "17" 79022814 79049788
"21985" "ENSG00000265096" "C1QTNF1-AS1" "17" 79018131 79027673
"21990" "ENSG00000154975" "CA10" "17" 51630313 52160017
"21991" "ENSG00000167434" "CA4" "17" 60149942 60170899
"21997" "ENSG00000006283" "CACNA1G" "17" 50560715 50627474
"21998" "ENSG00000250107" "CACNA1G-AS1" "17" 50556200 50562398
"21999" "ENSG00000067191" "CACNB1" "17" 39173453 39197702
"22000" "ENSG00000108878" "CACNG1" "17" 67044554 67056797
"22001" "ENSG00000075461" "CACNG4" "17" 66964707 67033398
"22002" "ENSG00000075429" "CACNG5" "17" 66835117 66894751
"22007" "ENSG00000136436" "CALCOCO2" "17" 48831018 48868228
"22010" "ENSG00000004660" "CAMKK1" "17" 3860315 3894891
"22012" "ENSG00000108509" "CAMTA2" "17" 4967992 4987675
"22013" "ENSG00000262678" "CAMTA2-AS1" "17" 4986466 4992170
"22014" "ENSG00000171302" "CANT1" "17" 78991716 79009867
"22018" "ENSG00000141527" "CARD14" "17" 80169992 80216073
"22022" "ENSG00000260785" "CASC17" "17" 71097774 71202203
"22024" "ENSG00000108349" "CASC3" "17" 40140318 40172183
"22025" "ENSG00000177303" "CASKIN2" "17" 75500261 75515537
"22029" "ENSG00000177469" "CAVIN1" "17" 42402449 42423256
"22035" "ENSG00000108468" "CBX1" "17" 48070052 48101478
"22036" "ENSG00000173894" "CBX2" "17" 79778148 79787983
"22037" "ENSG00000141582" "CBX4" "17" 79833156 79839440
"22038" "ENSG00000141570" "CBX8" "17" 79792132 79801683
"22044" "ENSG00000167131" "CCDC103" "17" 44899142 44905390
"22046" "ENSG00000185298" "CCDC137" "17" 81666737 81673904
"22047" "ENSG00000170160" "CCDC144A" "17" 16689537 16777881
"22048" "ENSG00000154874" "CCDC144BP" "17" 18542155 18625447
"22049" "ENSG00000205212" "CCDC144NL" "17" 20893392 20896020
"22051" "ENSG00000233098" "CCDC144NL-AS1" "17" 20841125 21002324
"22054" "ENSG00000166329" "CCDC182" "17" 57744495 57745299
"22056" "ENSG00000236383" "CCDC200" "17" 43216941 43305397
"22059" "ENSG00000161973" "CCDC42" "17" 8729935 8745219
"22060" "ENSG00000180329" "CCDC43" "17" 44673069 44689779
"22061" "ENSG00000108588" "CCDC47" "17" 63745255 63776351
"22062" "ENSG00000176155" "CCDC57" "17" 82101460 82212878
"22064" "ENSG00000277200" "CCDC92B" "17" 2720801 2749652
"22065" "ENSG00000108702" "CCL1" "17" 34360328 34363233
"22066" "ENSG00000172156" "CCL11" "17" 34285742 34288334
"22067" "ENSG00000181374" "CCL13" "17" 34356480 34358610
"22078" "ENSG00000108691" "CCL2" "17" 34255274 34257208
"22102" "ENSG00000108688" "CCL7" "17" 34270221 34272242
"22103" "ENSG00000108700" "CCL8" "17" 34319435 34321402
"22105" "ENSG00000184451" "CCR10" "17" 42678889 42683917
"22106" "ENSG00000126353" "CCR7" "17" 40551081 40565472
"22107" "ENSG00000132141" "CCT6B" "17" 34927859 34981078
"22115" "ENSG00000186407" "CD300E" "17" 74609878 74623738
"22124" "ENSG00000186074" "CD300LF" "17" 74694311 74712978
"22125" "ENSG00000161649" "CD300LG" "17" 43847148 43863639
"22127" "ENSG00000129226" "CD68" "17" 7579491 7582111
"22128" "ENSG00000173762" "CD7" "17" 82313564 82317608
"22130" "ENSG00000007312" "CD79B" "17" 63928738 63932336
"22131" "ENSG00000004897" "CDC27" "17" 47117703 47189422
"22134" "ENSG00000179604" "CDC42EP4" "17" 73283624 73312005
"22135" "ENSG00000094804" "CDC6" "17" 40287879 40304657
"22153" "ENSG00000167258" "CDK12" "17" 39461486 39567559
"22154" "ENSG00000250506" "CDK3" "17" 76000855 76005999
"22155" "ENSG00000176749" "CDK5R1" "17" 32486993 32491253
"22156" "ENSG00000108465" "CDK5RAP3" "17" 47967810 47981781
"22158" "ENSG00000109089" "CDR2L" "17" 74987632 75005800
"22159" "ENSG00000223510" "CDRT15" "17" 14235673 14236862
"22160" "ENSG00000214819" "CDRT15L2" "17" 20579724 20580911
"22161" "ENSG00000239704" "CDRT4" "17" 15436015 15475728
"22162" "ENSG00000259944" "CDRT7" "17" 15030975 15031957
"22163" "ENSG00000265163" "CDRT8" "17" 15104979 15107133
"22177" "ENSG00000166582" "CENPV" "17" 16342534 16353656
"22178" "ENSG00000169689" "CENPX" "17" 82018702 82024107
"22179" "ENSG00000154240" "CEP112" "17" 65635537 66192133
"22180" "ENSG00000141577" "CEP131" "17" 81189593 81222999
"22183" "ENSG00000178404" "CEP295NL" "17" 78890579 78903217
"22186" "ENSG00000258890" "CEP95" "17" 64506865 64542461
"22202" "ENSG00000166596" "CFAP52" "17" 9576627 9643447
"22204" "ENSG00000231256" "CFAP97D1" "17" 43780435 43787620
"22208" "ENSG00000136457" "CHAD" "17" 50464496 50468906
"22210" "ENSG00000141371" "CHCT1" "17" 60392429 60431426
"22211" "ENSG00000170004" "CHD3" "17" 7884796 7912760
"22218" "ENSG00000176108" "CHMP6" "17" 80991598 81009517
"22221" "ENSG00000108556" "CHRNE" "17" 4897771 4934438
"22241" "ENSG00000132514" "CLEC10A" "17" 7074537 7080307
"22252" "ENSG00000141367" "CLTC" "17" 59619680 59696956
"22253" "ENSG00000132361" "CLUH" "17" 2689386 2712663
"22270" "ENSG00000173786" "CNP" "17" 41966763 41977740
"22271" "ENSG00000176563" "CNTD1" "17" 42798800 42811587
"22272" "ENSG00000108797" "CNTNAP1" "17" 42682531 42699993
"22274" "ENSG00000170037" "CNTROB" "17" 7932101 7949920
"22275" "ENSG00000183978" "COA3" "17" 42795147 42798704
"22276" "ENSG00000068120" "COASY" "17" 42561467 42566277
"22277" "ENSG00000166685" "COG1" "17" 73193055 73208507
"22280" "ENSG00000121058" "COIL" "17" 56938199 56961050
"22281" "ENSG00000108821" "COL1A1" "17" 50184101 50201632
"22287" "ENSG00000172301" "COPRS" "17" 31851871 31859291
"22288" "ENSG00000141030" "COPS3" "17" 17246616 17281273
"22289" "ENSG00000005243" "COPZ2" "17" 48026167 48038030
"22291" "ENSG00000167549" "CORO6" "17" 29614756 29622912
"22294" "ENSG00000006695" "COX10" "17" 14069490 14231736
"22295" "ENSG00000236088" "COX10-DT" "17" 13755574 14069508
"22296" "ENSG00000166260" "COX11" "17" 54951902 54968703
"22301" "ENSG00000108582" "CPD" "17" 30378927 30469989
"22308" "ENSG00000187959" "CPSF4L" "17" 73248449 73262352
"22315" "ENSG00000167193" "CRK" "17" 1420689 1463162
"22317" "ENSG00000176390" "CRLF3" "17" 30769388 30824692
"22320" "ENSG00000108255" "CRYBA1" "17" 29246859 29254494
"22321" "ENSG00000108342" "CSF3" "17" 40015361 40017813
"22322" "ENSG00000136488" "CSH1" "17" 63894909 63896661
"22323" "ENSG00000213218" "CSH2" "17" 63872012 63873766
"22324" "ENSG00000204414" "CSHL1" "17" 63909597 63911341
"22325" "ENSG00000141551" "CSNK1D" "17" 82239023 82273700
"22331" "ENSG00000178971" "CTC1" "17" 8224815 8248058
"22334" "ENSG00000175826" "CTDNEP1" "17" 7243591 7252491
"22341" "ENSG00000040531" "CTNS" "17" 3636459 3663103
"22342" "ENSG00000262903" "CTNS-AS1" "17" 3655621 3658092
"22350" "ENSG00000180891" "CUEDC1" "17" 57861243 57955412
"22354" "ENSG00000161921" "CXCL16" "17" 4733533 4739928
"22356" "ENSG00000008283" "CYB561" "17" 63432304 63446354
"22359" "ENSG00000182224" "CYB5D1" "17" 7857746 7862282
"22360" "ENSG00000167740" "CYB5D2" "17" 4143168 4187310
"22362" "ENSG00000178927" "CYBC1" "17" 82440912 82450829
"22363" "ENSG00000161544" "CYGB" "17" 76527356 76551175
"22372" "ENSG00000108669" "CYTH1" "17" 78674048 78782297
"22376" "ENSG00000161692" "DBF4B" "17" 44708608 44752264
"22380" "ENSG00000136485" "DCAF7" "17" 63550222 63594286
"22381" "ENSG00000172992" "DCAKD" "17" 45023338 45061131
"22383" "ENSG00000169738" "DCXR" "17" 82035136 82037709
"22384" "ENSG00000264569" "DCXR-DT" "17" 82037842 82039380
"22391" "ENSG00000198231" "DDX42" "17" 63773603 63819317
"22393" "ENSG00000108654" "DDX5" "17" 64498254 64508199
"22398" "ENSG00000072849" "DERL2" "17" 5471254 5486811
"22400" "ENSG00000153933" "DGKE" "17" 56834107 56869567
"22405" "ENSG00000167536" "DHRS13" "17" 28897781 28903079
"22406" "ENSG00000109016" "DHRS7B" "17" 21123364 21193265
"22407" "ENSG00000184544" "DHRS7C" "17" 9771434 9791592
"22408" "ENSG00000005100" "DHX33" "17" 5440917 5468982
"22409" "ENSG00000262099" "DHX33-DT" "17" 5468038 5470462
"22411" "ENSG00000108406" "DHX40" "17" 59565558 59608345
"22412" "ENSG00000108771" "DHX58" "17" 42101404 42112714
"22413" "ENSG00000067596" "DHX8" "17" 43483865 43610338
"22416" "ENSG00000132535" "DLG4" "17" 7187187 7219836
"22423" "ENSG00000064195" "DLX3" "17" 49990005 49995224
"22424" "ENSG00000108813" "DLX4" "17" 49968588 49974959
"22427" "ENSG00000187775" "DNAH17" "17" 78423697 78577396
"22428" "ENSG00000267432" "DNAH17-AS1" "17" 78484882 78503056
"22429" "ENSG00000183914" "DNAH2" "17" 7717744 7833742
"22430" "ENSG00000007174" "DNAH9" "17" 11598470 11969748
"22431" "ENSG00000171595" "DNAI2" "17" 74274234 74314884
"22433" "ENSG00000168259" "DNAJC7" "17" 41976421 42021376
"22449" "ENSG00000108963" "DPH1" "17" 2030137 2043898
"22450" "ENSG00000263050" "DPH1-AS1" "17" 2043420 2051164
"22455" "ENSG00000171962" "DRC3" "17" 17972813 18016889
"22457" "ENSG00000108591" "DRG2" "17" 18087892 18107970
"22473" "ENSG00000169718" "DUS1L" "17" 82057506 82065887
"22478" "ENSG00000108861" "DUSP3" "17" 43766125 43778977
"22480" "ENSG00000004975" "DVL2" "17" 7225342 7234517
"22486" "ENSG00000264364" "DYNLL2" "17" 58083419 58095542
"22487" "ENSG00000266290" "DYNLL2-DT" "17" 58076891 58083233
"22495" "ENSG00000178852" "EFCAB13" "17" 47323290 47441312
"22496" "ENSG00000263293" "EFCAB13-DT" "17" 47279525 47492672
"22497" "ENSG00000172421" "EFCAB3" "17" 62343941 62416480
"22498" "ENSG00000176927" "EFCAB5" "17" 29929200 30108452
"22500" "ENSG00000108947" "EFNB3" "17" 7705202 7711372
"22501" "ENSG00000108883" "EFTUD2" "17" 44849948 44899445
"22502" "ENSG00000173812" "EIF1" "17" 41688885 41692668
"22506" "ENSG00000161960" "EIF4A1" "17" 7572824 7579006
"22512" "ENSG00000006744" "ELAC2" "17" 12991612 13018065
"22524" "ENSG00000127774" "EMC6" "17" 3668812 3669668
"22526" "ENSG00000154920" "EME1" "17" 50373220 50381483
"22528" "ENSG00000173818" "ENDOV" "17" 80415165 80438086
"22529" "ENSG00000167280" "ENGASE" "17" 79074824 79088599
"22531" "ENSG00000108515" "ENO3" "17" 4948092 4957131
"22533" "ENSG00000182156" "ENPP7" "17" 79730943 79742219
"22537" "ENSG00000072134" "EPN2" "17" 19215615 19336715
"22538" "ENSG00000235397" "EPN2-AS1" "17" 19296596 19306261
"22539" "ENSG00000049283" "EPN3" "17" 50532682 50543750
"22544" "ENSG00000121053" "EPX" "17" 58192726 58205174
"22545" "ENSG00000132591" "ERAL1" "17" 28855010 28861061
"22546" "ENSG00000141736" "ERBB2" "17" 39687914 39730426
"22547" "ENSG00000178607" "ERN1" "17" 64039080 64130819
"22548" "ENSG00000267259" "ERVE-1" "17" 28230561 28238670
"22553" "ENSG00000175832" "ETV4" "17" 43527844 43579620
"22554" "ENSG00000126860" "EVI2A" "17" 31316410 31321749
"22558" "ENSG00000167880" "EVPL" "17" 76004502 76027306
"22559" "ENSG00000214860" "EVPLL" "17" 18377778 18389647
"22562" "ENSG00000182473" "EXOC7" "17" 76081016 76121576
"22564" "ENSG00000108799" "EZH1" "17" 42700275 42745049
"22567" "ENSG00000185504" "FAAP100" "17" 81539885 81553961
"22569" "ENSG00000172782" "FADS6" "17" 74877302 74893781
"22570" "ENSG00000273018" "FAM106A" "17" 18511221 18625681
"22571" "ENSG00000288235" "FAM106C" "17" 16788879 16790501
"22572" "ENSG00000121104" "FAM117A" "17" 49710332 49789180
"22575" "ENSG00000161682" "FAM171A2" "17" 44353215 44363853
"22578" "ENSG00000214447" "FAM187A" "17" 44903433 44905390
"22580" "ENSG00000108950" "FAM20A" "17" 68535113 68601367
"22582" "ENSG00000267496" "FAM215A" "17" 43917194 43921042
"22583" "ENSG00000232300" "FAM215B" "17" 46558830 46562795
"22584" "ENSG00000173065" "FAM222B" "17" 28755980 28855232
"22585" "ENSG00000178130" "FAM27E5" "17" 22298691 22300066
"22587" "ENSG00000188522" "FAM83G" "17" 18968789 19004764
"22592" "ENSG00000169710" "FASN" "17" 82078338 82098294
"22593" "ENSG00000188878" "FBF1" "17" 75909574 75941140
"22596" "ENSG00000108306" "FBXL20" "17" 39252663 39402523
"22600" "ENSG00000177294" "FBXO39" "17" 6776215 6797101
"22601" "ENSG00000204952" "FBXO47" "17" 38936432 38967403
"22602" "ENSG00000171931" "FBXW10" "17" 18744026 18779349
"22603" "ENSG00000241322" "FBXW10B" "17" 15565483 15619704
"22609" "ENSG00000161513" "FDXR" "17" 74862497 74873031
"22621" "ENSG00000141756" "FKBP10" "17" 41812680 41823213
"22623" "ENSG00000154803" "FLCN" "17" 17212212 17237188
"22626" "ENSG00000132589" "FLOT2" "17" 28879335 28897733
"22627" "ENSG00000184922" "FMNL1" "17" 45221444 45247319
"22628" "ENSG00000233175" "FMNL1-AS1" "17" 45238028 45241900
"22629" "ENSG00000267121" "FMNL1-DT" "17" 45190719 45222274
"22630" "ENSG00000167363" "FN3K" "17" 82735615 82751196
"22631" "ENSG00000141560" "FN3KRP" "17" 82716706 82730328
"22632" "ENSG00000073598" "FNDC8" "17" 35121615 35130732
"22636" "ENSG00000129654" "FOXJ1" "17" 76136333 76141245
"22637" "ENSG00000141568" "FOXK2" "17" 82519713 82644662
"22639" "ENSG00000109101" "FOXN1" "17" 28506243 28538900
"22640" "ENSG00000240445" "FOXO3B" "17" 18667629 18682314
"22641" "ENSG00000186765" "FSCN2" "17" 81528377 81537130
"22645" "ENSG00000108592" "FTSJ3" "17" 63819433 63830012
"22650" "ENSG00000129245" "FXR2" "17" 7591230 7614897
"22655" "ENSG00000180340" "FZD2" "17" 44557484 44561262
"22657" "ENSG00000131482" "G6PC1" "17" 42900797 42914438
"22658" "ENSG00000141349" "G6PC3" "17" 44070620 44082151
"22661" "ENSG00000170296" "GABARAP" "17" 7240008 7242449
"22666" "ENSG00000108479" "GALK1" "17" 75751594 75765236
"22670" "ENSG00000182687" "GALR2" "17" 76074781 76077537
"22679" "ENSG00000270765" "GAS2L2" "17" 35744511 35753239
"22680" "ENSG00000007237" "GAS7" "17" 9910606 10198606
"22683" "ENSG00000184502" "GAST" "17" 41712331 41715969
"22694" "ENSG00000153982" "GDPD1" "17" 59220467 59275970
"22695" "ENSG00000179409" "GEMIN4" "17" 744421 753999
"22697" "ENSG00000131095" "GFAP" "17" 44903159 44916937
"22699" "ENSG00000125447" "GGA3" "17" 75236599 75262363
"22703" "ENSG00000167741" "GGT6" "17" 4556927 4560818
"22704" "ENSG00000259384" "GH1" "17" 63917200 63918839
"22705" "ENSG00000136487" "GH2" "17" 63880215 63881944
"22706" "ENSG00000167925" "GHDC" "17" 42188799 42194513
"22707" "ENSG00000141034" "GID4" "17" 18039408 18068405
"22710" "ENSG00000159224" "GIP" "17" 48958554 48968596
"22713" "ENSG00000108262" "GIT1" "17" 29573475 29594054
"22714" "ENSG00000182963" "GJC1" "17" 44798448 44830816
"22715" "ENSG00000183153" "GJD3" "17" 40360652 40364737
"22716" "ENSG00000266208" "GJD3-AS1" "17" 40360655 40365372
"22718" "ENSG00000167699" "GLOD4" "17" 757097 782294
"22719" "ENSG00000065325" "GLP2R" "17" 9822206 9892099
"22720" "ENSG00000182327" "GLTPD2" "17" 4788964 4790589
"22723" "ENSG00000120063" "GNA13" "17" 65009289 65056740
"22731" "ENSG00000167083" "GNGT2" "17" 49202791 49210574
"22733" "ENSG00000108587" "GOSR1" "17" 30477362 30527592
"22734" "ENSG00000108433" "GOSR2" "17" 46923075 46975524
"22735" "ENSG00000261886" "GOSR2-DT" "17" 46909405 46923126
"22737" "ENSG00000185245" "GP1BA" "17" 4932277 4935023
"22739" "ENSG00000186566" "GPATCH8" "17" 44395281 44503430
"22743" "ENSG00000257008" "GPR142" "17" 74367458 74372600
"22749" "ENSG00000169727" "GPS1" "17" 82050691 82057470
"22755" "ENSG00000154016" "GRAP" "17" 19020656 19047011
"22756" "ENSG00000189152" "GRAPL" "17" 19127535 19162274
"22757" "ENSG00000177885" "GRB2" "17" 75318076 75405709
"22758" "ENSG00000141738" "GRB7" "17" 39737927 39747291
"22761" "ENSG00000161509" "GRIN2C" "17" 74842023 74861504
"22763" "ENSG00000030582" "GRN" "17" 44345246 44353106
"22765" "ENSG00000167914" "GSDMA" "17" 39953263 39977768
"22766" "ENSG00000073605" "GSDMB" "17" 39904595 39919854
"22768" "ENSG00000214978" "GSG1L2" "17" 9800608 9822079
"22772" "ENSG00000132518" "GUCY2D" "17" 8002615 8020342
"22774" "ENSG00000290320" "H2BN1" "17" 32895433 32906586
"22775" "ENSG00000132475" "H3-3B" "17" 75776434 75785893
"22777" "ENSG00000173805" "HAP1" "17" 41717742 41734644
"22780" "ENSG00000177602" "HASPIN" "17" 3723903 3726699
"22787" "ENSG00000161610" "HCRT" "17" 42184060 42185452
"22789" "ENSG00000108840" "HDAC5" "17" 44076746 44123702
"22792" "ENSG00000068097" "HEATR6" "17" 60041008 60078922
"22793" "ENSG00000267416" "HEATR6-DT" "17" 60078946 60088715
"22796" "ENSG00000198265" "HELZ" "17" 67070444 67245989
"22797" "ENSG00000266473" "HELZ-AS1" "17" 67224196 67273503
"22799" "ENSG00000179111" "HES7" "17" 8120592 8124106
"22800" "ENSG00000169660" "HEXD" "17" 82418318 82442645
"22801" "ENSG00000279066" "HEXD-IT1" "17" 82425498 82427310
"22802" "ENSG00000186834" "HEXIM1" "17" 45148475 45152099
"22803" "ENSG00000168517" "HEXIM2" "17" 45160700 45170040
"22804" "ENSG00000224505" "HEXIM2-AS1" "17" 45148627 45161733
"22805" "ENSG00000185359" "HGS" "17" 81683326 81703138
"22806" "ENSG00000177374" "HIC1" "17" 2054154 2063241
"22807" "ENSG00000167861" "HID1" "17" 74950742 74973166
"22808" "ENSG00000263586" "HID1-AS1" "17" 74970694 74975728
"22809" "ENSG00000131097" "HIGD1B" "17" 44846353 44850476
"22810" "ENSG00000108924" "HLF" "17" 55264960 55325187
"22819" "ENSG00000230148" "HOXB-AS1" "17" 48543002 48554788
"22820" "ENSG00000239552" "HOXB-AS2" "17" 48557262 48560333
"22821" "ENSG00000233101" "HOXB-AS3" "17" 48549630 48606414
"22822" "ENSG00000242207" "HOXB-AS4" "17" 48628675 48634932
"22823" "ENSG00000120094" "HOXB1" "17" 48528526 48531011
"22824" "ENSG00000159184" "HOXB13" "17" 48724763 48728750
"22825" "ENSG00000173917" "HOXB2" "17" 48540894 48545109
"22826" "ENSG00000120093" "HOXB3" "17" 48548870 48604912
"22827" "ENSG00000182742" "HOXB4" "17" 48575507 48578350
"22828" "ENSG00000120075" "HOXB5" "17" 48591257 48593779
"22829" "ENSG00000108511" "HOXB6" "17" 48595751 48604992
"22830" "ENSG00000260027" "HOXB7" "17" 48607232 48633572
"22831" "ENSG00000120068" "HOXB8" "17" 48611377 48615292
"22832" "ENSG00000170689" "HOXB9" "17" 48621156 48626358
"22838" "ENSG00000125319" "HROB" "17" 44141906 44162476
"22839" "ENSG00000153976" "HS3ST3A1" "17" 13494032 13601929
"22840" "ENSG00000125430" "HS3ST3B1" "17" 14301081 14349404
"22845" "ENSG00000108786" "HSD17B1" "17" 42552922 42555214
"22846" "ENSG00000266962" "HSD17B1-AS1" "17" 42552431 42554841
"22851" "ENSG00000176160" "HSF5" "17" 58420167 58488408
"22854" "ENSG00000260325" "HSPB9" "17" 42122804 42123352
"22857" "ENSG00000108622" "ICAM2" "17" 64002594 64020634
"22865" "ENSG00000068079" "IFI35" "17" 43006740 43014456
"22866" "ENSG00000109083" "IFT20" "17" 28328325 28335489
"22867" "ENSG00000266826" "IGBP1C" "17" 58660424 58692045
"22868" "ENSG00000159217" "IGF2BP1" "17" 48997385 49056145
"22869" "ENSG00000141753" "IGFBP4" "17" 40443450 40457725
"22872" "ENSG00000161405" "IKZF3" "17" 39757715 39864312
"22884" "ENSG00000196388" "INCA1" "17" 4988130 4997610
"22886" "ENSG00000132376" "INPP5K" "17" 1494577 1516742
"22889" "ENSG00000108506" "INTS2" "17" 61865367 61928016
"22897" "ENSG00000005961" "ITGA2B" "17" 44372180 44389649
"22898" "ENSG00000005884" "ITGA3" "17" 50055968 50090481
"22899" "ENSG00000083457" "ITGAE" "17" 3714628 3801188
"22900" "ENSG00000259207" "ITGB3" "17" 47253827 47313743
"22901" "ENSG00000132470" "ITGB4" "17" 75721328 75757818
"22904" "ENSG00000070495" "JMJD6" "17" 76712832 76726799
"22906" "ENSG00000189159" "JPT1" "17" 75135248 75168281
"22910" "ENSG00000173801" "JUP" "17" 41754604 41786931
"22920" "ENSG00000108773" "KAT2A" "17" 42113111 42121367
"22921" "ENSG00000136504" "KAT7" "17" 49788624 49835026
"22924" "ENSG00000170049" "KCNAB3" "17" 7921859 7929856
"22927" "ENSG00000089558" "KCNH4" "17" 42156891 42181142
"22928" "ENSG00000173826" "KCNH6" "17" 63523334 63548977
"22929" "ENSG00000184185" "KCNJ12" "17" 21376357 21419870
"22930" "ENSG00000153822" "KCNJ16" "17" 70053429 70135608
"22931" "ENSG00000260458" "KCNJ18" "17" 21692523 21704612
"22932" "ENSG00000123700" "KCNJ2" "17" 70168673 70180044
"22933" "ENSG00000267365" "KCNJ2-AS1" "17" 70166961 70169404
"22941" "ENSG00000180901" "KCTD2" "17" 75032575 75065889
"22943" "ENSG00000132510" "KDM6B" "17" 7834217 7854796
"22949" "ENSG00000198920" "KIAA0753" "17" 6578147 6640711
"22951" "ENSG00000186185" "KIF18B" "17" 44924709 44947773
